HouseNumber,SRID_29193
1414,POINT (352338.513578 7350058.955377)
1402,POINT (352326.906747 7350062.701880)
1396,POINT (352313.683046 7350066.235724)
0012,POINT (352354.654897 7350038.287022)
0022,POINT (352357.961247 7350021.565458)
0020,POINT (352356.532012 7350028.793686)
0042,POINT (352359.851336 7350012.006511)
0038,POINT (352358.426691 7350019.211485)
0052,POINT (352361.781477 7350002.245000)
0062,POINT (352363.734414 7349992.368201)
0082,POINT (352367.647968 7349972.575762)
0090,POINT (352368.765158 7349966.925675)
0096,POINT (352370.189875 7349959.720299)
0116,POINT (352374.137207 7349939.757032)
0110,POINT (352372.598186 7349947.540489)
0126,POINT (352376.027191 7349930.198611)
0130,POINT (352376.546637 7349927.571527)
0136,POINT (352377.949665 7349920.475843)
0140,POINT (352378.520195 7349917.590475)
0156,POINT (352381.854319 7349900.728445)
0195,POINT (352343.022387 7349882.756926)
0185,POINT (352341.082645 7349892.566992)
0165,POINT (352335.813007 7349919.217700)
0159,POINT (352335.263419 7349921.997191)
0155,POINT (352333.796742 7349929.414777)
0115,POINT (352331.862983 7349939.194584)
0115,POINT (352328.060746 7349958.424050)
0101,POINT (352326.922529 7349964.180476)
0097,POINT (352325.478500 7349971.483520)
0091,POINT (352324.982787 7349973.990542)
0087,POINT (352323.452087 7349981.731917)
0081,POINT (352323.043045 7349983.800609)
0077,POINT (352321.537426 7349991.415137)
0071,POINT (352321.103303 7349993.610675)
0067,POINT (352319.573437 7350001.347834)
0061,POINT (352317.661763 7350011.015946)
0051,POINT (352315.701522 7350020.929686)
0041,POINT (352313.687613 7350031.114846)
0015,POINT (352310.910955 7350045.157538)
0031,POINT (352311.835651 7350040.480937)
1328,POINT (352248.830813 7350089.244570)
1334,POINT (352261.053600 7350085.506470)
1340,POINT (352268.418754 7350082.712742)
0168,POINT (352311.509289 7349924.228155)
0164,POINT (352310.012823 7349931.796394)
0160,POINT (352308.084164 7349941.550409)
0150,POINT (352306.201767 7349951.070460)
0140,POINT (352304.186091 7349961.264558)
0138,POINT (352303.755149 7349963.443973)
0134,POINT (352302.282586 7349970.891322)
0128,POINT (352301.799367 7349973.335195)
0124,POINT (352300.367793 7349980.575248)
0118,POINT (352299.800248 7349983.445555)
0114,POINT (352298.396550 7349990.544629)
0062,POINT (352289.580817 7350035.129384)
0060,POINT (352288.105521 7350042.590560)
0050,POINT (352287.580744 7350045.244570)
0044,POINT (352286.226324 7350052.094425)
1286,POINT (352168.102082 7349908.864390)
1298,POINT (352178.889643 7349905.691297)
1276,POINT (352158.678338 7349912.577768)
1266,POINT (352149.377132 7349915.746910)
1246,POINT (352130.290511 7349922.250175)
1226,POINT (352118.222800 7349926.361930)
1222,POINT (352111.387238 7349928.691116)
1220,POINT (352108.973172 7349929.513498)
1214,POINT (352101.951909 7349931.905957)
1210,POINT (352099.226577 7349932.834394)
1206,POINT (352092.576593 7349935.100201)
1186,POINT (352089.745841 7349936.064706)
1293,POINT (352184.309225 7349863.182938)
1283,POINT (352181.855622 7349864.018939)
1277,POINT (352174.786229 7349866.427803)
1273,POINT (352165.280733 7349869.666397)
1263,POINT (352155.887116 7349872.867025)
1253,POINT (352146.551068 7349876.048038)
1247,POINT (352143.860484 7349876.964938)
1243,POINT (352137.089785 7349879.271722)
1233,POINT (352134.461798 7349880.167139)
1217,POINT (352118.070294 7349885.752268)
1203,POINT (352108.611981 7349888.974785)
1193,POINT (352099.037665 7349892.236982)
1183,POINT (352089.596489 7349895.453815)
0240,POINT (352466.187639 7349794.290919)
0230,POINT (352467.304955 7349803.556982)
0012,POINT (352465.964160 7349810.367844)
1490,POINT (352360.403068 7349843.977776)
1500,POINT (352362.989619 7349843.096477)
1512,POINT (352379.347389 7349837.522996)
1510,POINT (352372.289592 7349839.927755)
1520,POINT (352388.824732 7349834.293841)
1516,POINT (352381.835515 7349836.675233)
1540,POINT (352400.844205 7349830.198521)
1550,POINT (352410.337535 7349826.963918)
1576,POINT (352436.100652 7349818.185813)
1570,POINT (352429.138631 7349820.557939)
1582,POINT (352445.644548 7349814.933981)
1580,POINT (352438.546702 7349817.352386)
1592,POINT (352455.158290 7349811.692423)
1588,POINT (352448.170217 7349814.073426)
1602,POINT (352459.053394 7349810.365269)
1585,POINT (352464.087810 7349767.869807)
1565,POINT (352452.242836 7349771.905671)
1561,POINT (352445.217381 7349774.299410)
1555,POINT (352442.727230 7349775.147864)
1551,POINT (352435.681671 7349777.548453)
1545,POINT (352426.168832 7349780.789703)
1535,POINT (352416.962269 7349783.926592)
1525,POINT (352414.487495 7349784.769812)
1521,POINT (352407.396830 7349787.185770)
1515,POINT (352397.967158 7349790.398683)
1505,POINT (352388.318463 7349793.686222)
1495,POINT (352378.863823 7349796.907642)
1340,POINT (352222.777962 7349890.533494)
1360,POINT (352241.892143 7349884.020839)
1400,POINT (352277.288544 7349871.960451)
1398,POINT (352270.206314 7349874.373529)
1440,POINT (352308.152277 7349861.444444)
1454,POINT (352327.100303 7349854.653326)
1450,POINT (352318.821209 7349857.809286)
1375,POINT (352274.883936 7349832.815954)
1371,POINT (352267.666821 7349835.274997)
1355,POINT (352255.763337 7349839.330796)
1351,POINT (352248.562806 7349841.784188)
1335,POINT (352236.883694 7349845.763539)
1331,POINT (352229.740757 7349848.197307)
0260,POINT (352330.654801 7349751.960596)
0264,POINT (352335.638801 7349755.113589)
0268,POINT (352340.814494 7349759.687162)
1492,POINT (352365.268075 7349757.299580)
1498,POINT (352372.385147 7349754.874624)
1514,POINT (352384.287271 7349750.819288)
1528,POINT (352400.368652 7349745.339980)
1524,POINT (352393.639281 7349747.632836)
1534,POINT (352403.056002 7349744.424330)
1538,POINT (352409.957126 7349742.072953)
1544,POINT (352412.684293 7349741.143749)
1554,POINT (352422.291779 7349737.870250)
1564,POINT (352431.489427 7349734.736394)
1574,POINT (352441.269562 7349731.404069)
1581,POINT (352409.975112 7349701.721704)
1561,POINT (352390.996969 7349708.188008)
1541,POINT (352372.106587 7349714.624409)
1531,POINT (352362.697647 7349717.830252)
1521,POINT (352353.156144 7349721.081275)
1511,POINT (352343.597245 7349724.338219)
1501,POINT (352334.166532 7349727.551486)
1491,POINT (352324.911605 7349730.704860)
1485,POINT (352322.058409 7349731.677011)
1481,POINT (352316.256900 7349737.972672)
1420,POINT (352298.564636 7349780.185599)
1416,POINT (352291.715142 7349782.519384)
1408,POINT (352289.146648 7349783.394531)
1404,POINT (352282.454298 7349785.674774)
1390,POINT (352272.635875 7349789.020138)
1380,POINT (352270.022294 7349789.910646)
1374,POINT (352263.403359 7349792.165875)
1370,POINT (352260.691440 7349793.089890)
1364,POINT (352253.875564 7349795.412221)
1358,POINT (352241.795769 7349799.528093)
1352,POINT (352235.151646 7349801.791904)
1348,POINT (352225.312078 7349805.144478)
1338,POINT (352222.932459 7349805.955271)
1332,POINT (352216.267181 7349808.226289)
1455,POINT (352290.570130 7349744.590494)
1439,POINT (352277.232662 7349747.006957)
1432,POINT (352269.880372 7349749.512057)
1427,POINT (352267.394148 7349750.359326)
1421,POINT (352260.358291 7349752.756609)
1331,POINT (352176.226285 7349785.457923)
1337,POINT (352182.377814 7349779.326255)
1355,POINT (352194.326017 7349775.255218)
1281,POINT (351956.586962 7349649.499035)
1295,POINT (351970.245040 7349646.467310)
0131,POINT (352073.050508 7349728.426611)
0121,POINT (352065.430802 7349721.759635)
0111,POINT (352057.838459 7349715.116597)
0105,POINT (352050.254701 7349708.481070)
0091,POINT (352042.956772 7349702.095634)
0083,POINT (352032.980616 7349693.366839)
0073,POINT (352025.552519 7349686.867510)
0041,POINT (352002.894939 7349667.042914)
0045,POINT (352008.310614 7349671.781442)
0037,POINT (352000.696106 7349665.119008)
0033,POINT (351995.486481 7349660.560765)
0022,POINT (351987.860102 7349653.887950)
0030,POINT (351955.670594 7349676.019061)
0034,POINT (351960.940055 7349680.629657)
0046,POINT (351970.411587 7349688.916924)
0050,POINT (351976.043881 7349693.844987)
0056,POINT (351977.996994 7349695.553894)
0060,POINT (351983.542048 7349700.405624)
0096,POINT (352000.526961 7349715.266837)
0090,POINT (352006.221266 7349720.249157)
0096,POINT (352008.156581 7349721.942491)
0100,POINT (352013.621957 7349726.724507)
0122,POINT (352025.653944 7349737.252080)
0126,POINT (352030.721517 7349741.686031)
0132,POINT (352033.147381 7349743.808575)
0140,POINT (352046.125525 7349755.164006)
0136,POINT (352040.756895 7349750.466637)
0164,POINT (352061.020222 7349768.196352)
0160,POINT (352055.449149 7349763.321856)
0174,POINT (352063.407626 7349770.285248)
0176,POINT (352068.791471 7349774.995927)
0178,POINT (352071.067265 7349776.987168)
0180,POINT (352075.962270 7349781.270128)
1201,POINT (351873.488346 7349677.581465)
1222,POINT (352050.817142 7349797.736513)
0153,POINT (352017.050732 7349765.764558)
0147,POINT (352015.061386 7349764.023952)
0137,POINT (352007.665237 7349757.552574)
0073,POINT (351960.203123 7349716.024862)
0515,POINT (351907.867466 7349720.005656)
0509,POINT (351913.221766 7349724.690484)
0505,POINT (351920.775216 7349731.299492)
0437,POINT (351968.237752 7349772.827570)
0443,POINT (351962.464342 7349767.776035)
0433,POINT (351975.630631 7349779.296084)
0423,POINT (351977.734517 7349781.136911)
0417,POINT (351983.206670 7349785.924859)
0411,POINT (351985.205268 7349787.673564)
0409,POINT (351990.785920 7349792.556442)
0393,POINT (352005.811856 7349805.703613)
1135,POINT (351795.413745 7349706.441040)
1133,POINT (351790.549948 7349713.858617)
1112,POINT (351959.204373 7349828.686243)
1110,POINT (351951.214984 7349832.643041)
0090,POINT (351851.950204 7349763.665785)
0110,POINT (351866.430642 7349777.431416)
0122,POINT (351878.142589 7349787.678965)
0124,POINT (351883.824140 7349792.650126)
1170,POINT (351892.353500 7349851.420302)
0993,POINT (351728.169837 7349727.517276)
1013,POINT (351746.709466 7349719.673870)
1007,POINT (351741.366185 7349724.753061)
0137,POINT (351849.359732 7349794.389043)
0127,POINT (351842.014530 7349787.962234)
0117,POINT (351840.068084 7349786.259162)
0113,POINT (351834.591843 7349781.467650)
0102,POINT (351826.954797 7349774.785488)
0081,POINT (351809.834583 7349759.805891)
0058,POINT (351759.025683 7349768.387624)
0132,POINT (351808.174156 7349811.390851)
0136,POINT (351815.766170 7349818.033602)
0142,POINT (351821.461789 7349823.017062)
0182,POINT (351846.049951 7349844.530855)
0192,POINT (351853.306319 7349850.879926)
1298,POINT (352170.838369 7349823.484236)
1284,POINT (352161.435297 7349827.164478)
1282,POINT (352158.881731 7349828.034539)
1276,POINT (352152.027525 7349830.369929)
1268,POINT (352149.595647 7349831.198528)
1266,POINT (352142.300735 7349833.684078)
1244,POINT (352123.744524 7349840.006767)
1236,POINT (352121.085437 7349840.912627)
1220,POINT (352104.543903 7349846.548726)
1212,POINT (352095.241233 7349849.718515)
1202,POINT (352085.609284 7349853.000201)
1184,POINT (352083.207306 7349853.818611)
1182,POINT (352076.101388 7349856.239766)
1301,POINT (352150.886517 7349793.175618)
1291,POINT (352140.306968 7349793.816640)
1281,POINT (352130.048063 7349797.312093)
1275,POINT (352127.625030 7349798.137678)
1271,POINT (352120.487698 7349800.569684)
1267,POINT (352118.150060 7349801.366025)
1265,POINT (352111.146128 7349803.752431)
1261,POINT (352101.660940 7349806.984259)
1241,POINT (352082.598877 7349813.479304)
1231,POINT (352073.231679 7349816.670777)
1221,POINT (352063.680021 7349819.925408)
1211,POINT (352054.319717 7349823.114685)
1201,POINT (352044.872922 7349826.333285)
1191,POINT (352042.327810 7349827.200465)
1050,POINT (351939.110210 7349903.101969)
1049,POINT (351907.710498 7349872.217977)
1059,POINT (351917.037807 7349869.039941)
1071,POINT (351935.907761 7349862.610500)
1075,POINT (351942.884884 7349860.233229)
1087,POINT (351945.463348 7349859.354685)
1089,POINT (351952.422330 7349856.983595)
1119,POINT (351973.654714 7349849.749217)
1123,POINT (351980.937810 7349847.267695)
1129,POINT (351983.214521 7349846.491964)
1133,POINT (351990.400216 7349844.043629)
1139,POINT (351995.326218 7349843.378392)
1140,POINT (352024.697042 7349874.491417)
1130,POINT (352015.143307 7349877.746603)
1120,POINT (352005.459201 7349881.046206)
1110,POINT (351996.232192 7349884.190067)
1100,POINT (351986.842591 7349887.389327)
1090,POINT (351977.535326 7349890.560533)
1076,POINT (351965.435571 7349894.683207)
1070,POINT (351958.183747 7349897.154075)
1066,POINT (351955.989350 7349897.901759)
1060,POINT (351948.560677 7349900.432884)
1040,POINT (351929.943061 7349906.776347)
1030,POINT (351916.685763 7349908.916543)
1124,POINT (352010.110507 7349963.822678)
1120,POINT (352002.956546 7349966.260499)
1100,POINT (351991.303317 7349970.231031)
1090,POINT (351981.705827 7349973.501123)
1084,POINT (351972.361434 7349976.684980)
1078,POINT (351965.044406 7349979.178065)
1050,POINT (351944.003897 7349986.347065)
1040,POINT (351936.806500 7349988.799389)
1030,POINT (351926.920564 7349992.167774)
1200,POINT (352133.464873 7350128.518984)
0004,POINT (352073.684445 7350149.193552)
0006,POINT (352074.383497 7350146.400073)
0008,POINT (352076.480417 7350136.876925)
0010,POINT (352074.590859 7350133.786248)
0020,POINT (352076.516021 7350124.049921)
0026,POINT (352078.484862 7350114.092687)
0030,POINT (352079.823043 7350107.324924)
0036,POINT (352080.422173 7350104.294882)
0040,POINT (352081.861496 7350097.015671)
1113,POINT (352005.728441 7349988.614304)
1119,POINT (352013.923330 7349989.108734)
1125,POINT (352023.500832 7349990.277097)
1135,POINT (352034.006578 7349991.980794)
0022,POINT (351999.147157 7350152.694870)
0032,POINT (352001.136882 7350142.631986)
0042,POINT (352001.650430 7350140.034798)
0048,POINT (352003.071159 7350132.849594)
0082,POINT (352010.833186 7350093.593852)
0124,POINT (352013.372107 7350080.753497)
0130,POINT (352013.861338 7350078.279220)
0134,POINT (352015.282237 7350071.093153)
0148,POINT (352017.205320 7350061.367375)
0140,POINT (352015.806436 7350068.442101)
0152,POINT (352019.200079 7350051.279063)
0150,POINT (352017.738698 7350058.669861)
0168,POINT (352021.085957 7350041.741410)
0164,POINT (352019.666693 7350048.919203)
0178,POINT (352023.072138 7350031.696483)
0174,POINT (352021.601890 7350039.132126)
0194,POINT (352026.954059 7350012.064024)
0175,POINT (351983.430225 7350023.858097)
0145,POINT (351977.587160 7350053.408860)
0135,POINT (351975.611003 7350063.403057)
0125,POINT (351973.632159 7350073.410914)
0111,POINT (351971.126287 7350086.084134)
0107,POINT (351969.250323 7350095.571650)
0101,POINT (351967.757135 7350103.123311)
0091,POINT (351965.873076 7350112.651764)
0081,POINT (351965.384437 7350115.123012)
0071,POINT (351963.391753 7350125.200827)
0061,POINT (351961.488260 7350134.827566)
0045,POINT (351957.635400 7350154.313054)
0041,POINT (351956.157390 7350161.787953)
0168,POINT (351956.173377 7350043.136541)
0158,POINT (351955.670026 7350045.682192)
0152,POINT (351954.217230 7350053.029571)
0146,POINT (351952.284200 7350062.805696)
0134,POINT (351951.742603 7350065.544737)
0130,POINT (351950.367049 7350072.501474)
0120,POINT (351948.434778 7350082.273792)
0114,POINT (351946.445985 7350092.331932)
0106,POINT (351945.955686 7350094.811573)
0102,POINT (351944.506150 7350102.142466)
0098,POINT (351942.598394 7350111.790765)
0092,POINT (351941.482477 7350117.434414)
0080,POINT (351940.015375 7350124.854150)
0627,POINT (351401.906707 7349838.646841)
0609,POINT (351397.195661 7349838.899900)
0607,POINT (351390.509072 7349842.544088)
0601,POINT (351379.089885 7349847.788388)
0581,POINT (351371.680404 7349857.350895)
0021,POINT (351422.182723 7349845.781912)
0031,POINT (351429.776708 7349852.426371)
0035,POINT (351435.293750 7349857.253592)
0045,POINT (351443.011745 7349864.006587)
0051,POINT (351444.628326 7349865.421040)
0061,POINT (351452.317536 7349872.148833)
0065,POINT (351457.909342 7349877.041470)
0071,POINT (351459.731681 7349878.635954)
0075,POINT (351465.574276 7349883.748023)
0113,POINT (351492.176410 7349907.023957)
0123,POINT (351499.758273 7349913.657824)
0133,POINT (351507.107974 7349920.088559)
0143,POINT (351514.709611 7349926.739729)
0153,POINT (351522.315384 7349933.394518)
0155,POINT (351528.228691 7349938.568473)
0016,POINT (351388.107792 7349869.619874)
0066,POINT (351423.839569 7349900.883944)
072,POINT (351425.475588 7349902.872642)
0088,POINT (351440.869532 7349915.784574)
0092,POINT (351446.530172 7349920.737439)
0108,POINT (351456.238550 7349929.231935)
0118,POINT (351463.982135 7349936.007304)
0114,POINT (351458.301517 7349931.036960)
0136,POINT (351473.128580 7349944.010113)
0146,POINT (351480.690235 7349950.626315)
0156,POINT (351488.281877 7349957.268740)
0166,POINT (351495.625043 7349963.693757)
0168,POINT (351501.640055 7349968.956684)
0210,POINT (351767.368448 7349945.251489)
1009,POINT (351858.569923 7349888.052067)
0993,POINT (351850.385517 7349891.826518)
0923,POINT (351784.252437 7349914.513562)
1002,POINT (351892.600367 7349917.086654)
0998,POINT (351885.103108 7349921.931786)
0990,POINT (351875.177797 7349925.313575)
0984,POINT (351872.819209 7349926.117202)
